,review,label
11,"The Godfather is, without a doubt, one of the greatest films to have ever been made. The acting by all characters is superb. The plot is convoluted and twisting enough to keep you interested, but not until the point that it becomes too hard to follow. The cinematography and visual effects are equally impressive. While much of this movie is grounded in reality and thus the visual effects are usually pretty standard, there are a couple of shots that are absolutely amazing for the time.Brando and Pacino's performances of this movie steal the show and both help make this film the masterpiece that it is. In addition, the screenplay is one of the best I have ever seen. Oftentimes, in these crime/mafia films, they tend to run on for too long and the viewer becomes bored. Despite being a three hour movie, not only was I glued to the edge of my seat each time, but each scene felt integral to the story and themes that the film is trying to tell. Further, it feels as if every single *action* taken by a character has an impact on either a theme or the outcome of the movie. This level of screenplay has not been matched by another film that I have seen.In addition the cinematography of this film has resulted in several of the most iconic scenes in all of cinema being brought to the big screen. The number of quotes, iconic scenes, jokes, and memes that came from this film is absolutely amazing.Whether it is the greatest movie of all time or not, The Godfather is a must see film that has had one of the greatest impacts on modern society and popular culture out of all the films that have ever been made. This is a must see for anyone who enjoys cinema.",1
12,"Inspired by the Five Families of New York City, The Godfather tells the story of how the Corleones are pushed against the wall by their rivals and other upcoming gangsters who want to make money by sources Don Vito deems beneath him, and their retaliation and its consequences. Alliances are formed in secret, murders are plotted, enemies are butchered or blown to pieces without remorse. Don Vito (Marlon Brando) and his sons Sonny (James Caan) and Michael (Al Pacino) are the main characters. The actors bringing them to life have succeeded in their jobs so supremely that these characters have become the stuff of legend. Don Vito's backstory from the novel was pushed into The Godfather Part II, and that was a practical decision as the movie was already three hours long. Sonny and Michael display their acumen for running criminal activities when the reins are handed to them in their turn. Tom Hagen (Robert Duvall) is the consigliere, or the most trusted adviser, of the Don. We are transported from 1940s NYC ripe with Mafia bosses one-upping each other, to Sicily and Las Vegas. The characters are never shown to traverse great expanses of land or sea in search of destiny or whatever. Neither are they shown to be engaging in life-or-death situations where they have to come out on top using their wits or physical strength or endurance. But the change of settings does meet the requirements of the epic genre. Even though we don't get to see large scale gunfights or something like that, the fact that the Corleones are in all these places helps to form that opinion. The story is essentially about a single family, and you get the impression that the message here is that family is important, and that the lengths you're willing to go to to protect them knows no bounds. The Corleones' peace is fazed when a gangster offers them a deal in drugs. Don Vito expresses his disgust and refuses. This triggers an unexpected ploy for gaining power and upper hand and turns the conflict into a fully fledged gang war. Some characters are displaced, forced to take up arms, or caught in the crossfire. Another calamity strikes when things seem to have cooled down. Finally, the Corleones deal with their enemies effectively and ruthlessly. The victory is theirs, but if it is worth it is for the audience to decide. The Godfather's success lies in its rich story and characters. Often times, great stories come about by accident. The setting complements the plot and the characters, and becoming a character itself, creates a blend that is greater than the sum of its parts. These characters and plot could quite easily have worked in a medieval setting of dynasties warring for control over a kingdom, or any other setting for that matter, but the fact that the setting was New York City and the control over the city meant control over the most lucrative criminal activities, which is a decadent scheme, and immediately paints even the good guys in a bad light, was what in my opinion made The Godfather much more intriguing and enduring. There are many enemies to deal with. The film doesn't develop them at all. The Corleones are the only ones who are explored and developed as characters. At first it seems like it is a story of a group of people who have virtually everything they could ever want and the film would only chronicle their exploits as they vanquish this enemy and that. This changes as we move forward and witness the bloodshed. No good movie can come into being without good plotting, believable characterization, classy cinematography and memorable dialogue, and here it is all brought together nigh perfectly. The production design was impressive. The houses and their interiors, and the cars and costumes were fascinating and left me with a desire to be able to witness that world firsthand. The secondary characters may not have seemed to be given much screen time to develop them but the cast is so huge that if they had done it the movie would have been at least an hour longer. The score is so simple and true to the story that you don't need me to tell you that it may be the most memorable score ever. A lot of time is spent in contemplation and silence, as the characters decide what the best course of action should be in response to a particular problem. The dialogue fleshes out the characters very well. The Godfather is essentially a film that looks into the lives of the gangsters at the top of the hierarchy. We only see the comings and goings, and not the handiwork, of the men who carry out the orders of their bosses. No shootouts during the gang war are shown. The intrigue that directly affects the main characters is in itself so destructive and deadly that not once the exclusion of the ordinary mobsters bother me in any way. The Godfather cannot be dismissed as being merely about a mob family and a bunch of criminals. Given his later career, I think it's safe to venture that Coppola was born to make this movie.",1
13,I'm not a writer or a critic so I can't really tell you why this movie is perfect... but I know it is because of how I feel every time I see it.  I'm moved.,1
14,"The Godfather is simply the god of films, it was a privilege to watch the Oscar winning performance of Marlon Brando, who conquered the role Vito Corleone. The film was a different class and is filled with incredible plots that is delivered in a fantastic mafia way. I recommend it to everyone even if they aren't into the gangster style films, it was no doubt the greatest film ever made. Each character resonates with you and the brilliant anti-hero role of Michael Corleone was a true gift to watch, which Al Pacino does not get enough credit for and was a genius replacement for Vito his father who's character was very difficult to equal.The scene in the restaurant between Michael, Sollozzo and McCluskey was magnificent and couldn't have been done any better, the suspense was outstanding from the bit Michael came back with the gun to the part he left the table with bullets in both men.When talking about leading you into movies, the Godfather pulled you in straight away the acting from Brando was intriguingly flawless. The first scene straight away brought the character Vito Corleone to life! We were never sure what Vito would say or what Michael would do, or how Sonny would react, which made me fall in love with the movie. And of course a big hand to the director Francis Ford Coppola, who brought us a film of pure gold that bestows the control of power from one generation to the other and character development of Michael was something special, when his father was shot the change took you by storm and when Sonny died he looked past justice and finished what his father had started, it was displayed with no fault what so ever and t all in all could not have been any better. The film take's you down the road of the powerful family crime dynasty and will blow your mind.The Godfather, is an offer you can't refuse.",1
15,"The thing I love about The Godfather is the accurate portrayal of the mafia. There aren't gratuitous scenes or extreme Hollywood drama. It is a timeless classic, and honestly I have seen it 50+ times and never get sick of it. Marlon Brando's performance as Vito Corleone is impeccable and some of the best acting I have ever seen.",1
16,"it might be a long movie but you dont want it to end. The best gangster film of all time no doubt marlon brando improvisation made this move,and the movie is joined with 2 other amazing films which makes it the best triolgy. Al pacino as per usual at his best its a young al  pacino that you see another rang of his brilliant acting skills",1
17,"Rarely can it be said that a film has defined a genre, but never is that more true than in the case of The Godfather. Since the release of the 1972 epic (which garnered ten Academy Award nominations and was named Best Picture), all ""gangster movies"" have been judged by the standards of this one (unfair as the comparison may be). If a film is about Jewish mobsters, it's a ""Jewish Godfather""; if it's about the Chinese underworld, it's an ""Oriental Godfather""; if it takes place in contemporary times, it's a ""modern day Godfather."" If The Godfather was only about gun-toting Mafia types, it would never have garnered as many accolades. The characteristic that sets this film apart from so many of its predecessors and successors is its ability to weave the often-disparate layers of story into a cohesive whole. Any of the individual issues explored by The Godfather are strong enough to form the foundation of a movie. Here, however, bolstered by so many complimentary themes, each is given added resonance. The picture is a series of mini-climaxes, all building to the devastating, definitive conclusion. Rarely does a film tell as many diverse-yet-interconnected stories. Strong performances, solid directing, and a tightly-plotted script all contribute to The Godfather's success. This motion picture was not slapped together to satiate the appetite of the masses; it was carefully and painstakingly crafted. Every major character - and more than a few minor ones - is molded into a distinct, complex individual. Stereotypes did not influence Coppola's film, although certain ones were formed as a result of it. Despite the likes of Serpico, Dog Day Afternoon, Scarface, ...And Justice for All, and Scent of a Woman on his resume, Pacino is best remembered for the role he created in The Godfather (and subsequently reprised in two sequels). While this is not his most demonstrative performance - indeed, he is exceptionally restrained - the quality of the script makes Michael Corleone notable. Next to Humphrey Bogart's Rick from Casablanca, Oscar winner Marlon Brando's Don Vito may be the most imitated character in screen history. The line ""I'm gonna make him an offer he can't refuse"" has attained legendary status, as has the entire performance. With his raspy voice, deliberate movements, and penetrating stare, Brando has created a personae that will be recalled for as long as motion pictures exist. The Godfather had three Best Supporting Actor nominees, all well-deserved. The first was Pacino (who probably should have been nominated alongside Brando in the Best Actor category). The other two were James Caan and Robert Duvall. In a way, it's surprising that Duvall wasn't passed over. His presence in The Godfather isn't flashy or attention-arresting. Like his character of Tom Hagen, he is steady, reliable, and stays in the background. Not so for Caan's Sonny, whose demonstrative and volatile personality can't be overlooked. Family responsibility. A father's legacy. The need to earn respect. The corrupting influence of power. These are some of the ingredients combined in Francis Ford Coppola's cinematic blender. They are themes which have intrigued the greatest authors of every medium through the centuries. Although the issues presented in The Godfather are universal in scope, the characters and setting are decidedly ethnic. Even to this day, there is an odd romanticism associated with New York's Italian crime families. The word ""Mafia"" conjures up images of the sinister and mysterious - scenes of the sort where Luca Brasi meets his fate. Francis Ford Coppola has tapped into this fascination and woven it as yet another element of the many that make his motion picture a compelling experience. We come to The Godfather like Kay Adams - outsiders uncertain in our expectations - but it doesn't take long for us to be captivated by this intricate, violent world. The film can be viewed on many levels, with equal satisfaction awaiting those who just want a good story, and those who demand much more. The Godfather is long, yes - but it is one-hundred seventy minutes well-spent. When the closing credits roll, only a portion of the story has been told. Yet that last haunting image (Kay's shock of recognition), coupled with Nino Rota's mournful score, leaves a crater-like impression that The Godfather Part II only deepens.",1
18,movie doesn't continue fast. it tells you everything. you learn about their life. dialogues talk to you. it is very realistic film like our lifes. acting is perfect. i understood again why marlon brando is the best actor. it teachs you about life lessons. it is summit of all movies,1
19,"I cant understand when somebody says negative about this movie.To me,it's perfect,the best picture of all times.Idea,director,actors,music,composer,make up..everything is ideal!!! I'm lo vin it!",1
20, The movie is perfect. Everyone who gave it a 0 are probably the same people that watch Fox News and think global warming is fake so there is no point in arguing. Either you know movies or you don't.,1
21, Great Movie,1
22,"Like Babe Ruth is to baseball, like John Steinbeck is to writing, their is no doubt about it, The Godfather is the greatest film of all time. Never before have we seen performances so stellar, by Marlon Brando, Al Pacino, James Caan, Robert Duvall, and everyone else! The Godfather has little life lessons everywhere. Along with an engaging plot, that just completes the most critically acclaimed film of all time. The Godfather is Francis Ford Coppola's masterpiece.",1
23,"This movie does not deserve a perfect score.  It's a boring overrated movie, seriously, how can anyone understand what Brando is saying with all that cotton wool in his mouth, let alone get away with it, he must have been laughing all the way to the bank and taking the p@ss out of everyone with this movie.",0
24,"If not the greatest movie ever made, than certainly the greatest gangster drama movie ever made. You have probably heard that bin said before, and well, it's quite true. Now, if your a critic, you pretty much have to like this movie, even if you didn't. I certainly did like it because, one, it gives great performaces, especially by the great Marlon Brando, and it has a tremendous screenplay that goes deep within its drama and plot points. Thrilling also,""The Godfather"" is probably one of the best movies of the 20th century, and if you haven't already seen it, go get it and watch it. 10/10 [R]",1
25, Thanks to Marlon Brando who made this movie the best of all times up to date. It keeps getting better the more often you watch it.,1
26, Best movie ever! ,1
27," If this movie seems slow to you, you've probably been watching too much contemporary television. This is how movies ought to be paced - organically, and earning their progress. When The Godfather is slow, it's because it's trying to share something with us, either a nuance, or a bit of great acting that deserves a few more seconds of screen time. The cast is amazing. The score is famous for a reason. Its scenes became cliche for a reason. It won't make you feel better about the world, but damn is this a great example of storytelling.",1
28, this movie is perfect just for the LOOSERS that do not not understand a msterpice go ahead and see some homo intented film like the lord of the rings,1
29," The first time I saw this movie, when it first came out 33 years ago, I left the theater after one hour or so, I was bored and confused, perhaps I was too young for this film. Today I consider the Godfather to be the best movie ever, I'm a fan of the film and I know every character and detail. Of course I seen it a hundreds times, in fact it",1
30, Perfect.,1
31," Simply put, awesome movie.",1
32, Is there really anything better?,1
33," This is a perfect score movie for a reason, it is the best movie that has ever been concieved. The score of 80 is not counted as it is an uncerdited and therefore and not from any professional critic, it should be put amongst the user reviews. As for people giving this film a 0/10 I am quite sure that you are pathetic little people that live their lives on the net and hang shit on any movie with any substance or critical acclaim. The impact of this movie, considering it was made in 1972 still has great affect. My sister watched this movie for the first time just a couple of weeks ago and for someone who thinks Legally Blonde is a good movie to say this is one of the best films she has ever seen just proves it is excellent. Coppolla is a legendary filmmaker, many should take a leaf from his book.",1
34, Excellent movie.,1
35," This movie is the best ever, and it shows its cinematic screenplay brilliance as well as its incredible, dynamic script, a great, amazingly-told storytelling, and a remarkable cast. Marlon Brando and Al Pacino star in this four-star crime drama.",1
36, Absolutely unmatched in its immersiveness. The opening wedding sequence is possibly the finest exposition of any film I've ever seen. This is a film that needs to be shown on the big screen every couple of years.,1
37,I think this the best movie ever made. Ths is the #1 in gangster films. #1 in movies all around. THIS IS THE BEST MOVIE EVER!!!,1
38," One of the best movies ever along with Godfather II, and other classics...Marlon Brando shows off his range and acting versatility by transforming from being a '50s American actor to a convincingly Italian mafia man. I first thought he was Italian, and I was surprised how un-italian he was prior to his role. So good, that he would adopt this speech into his everyday talk for the rest of his life. That man was a legend. Pair him up of Al Pacino, who was a budding star, and now legend (though he has plateaued ever since Scent of a Woman, when he won an Oscar for saying Huah!, when it really should've been for this role, or as Tony Montana in Scarface, in Dog Day Afternoon, in Carlito's Way, or other). Pacino is startling brilliant as a seemingly normal young man who reluctantly joins the mafia, but then takes over the family business and runs it like his own after it was passed down from Brando. James Cahn was absolutely phenomenal as the hotheaded Sonny Corleone, and Jon Cazale as the weak-minded brother Fredo. This movie changed the gangsta movie landscape giving a third dimension to previous cop-bad guy, go kill movies, and really gives an insight of what they are about, that being loyalty, trust, bonding, and later turns into power, corruption, greed, and eventually the downfall of Michael Corleone. None of them are the typical good guy, but all of them are interesting as characters and it engages you wholly into the film and thrusts you into the dialogue, making you never want to take a bathroom break. This is what makes a classic, and if you don't understand the concept of this, than you don't know movies.",1
39," This movie is possibly the best movie off all time. It has all of the element of a great timeless classic. It has big stars/soon to become big stars, a great director and an amazing plot! It rightly deserves to be number one!",1
40, Great Movie,1
41, Best movie ever! ,1
42,"This is certainly one of the greatest movies ever made. It's such amazingly well-acted, well-written movie with an epic story line that takes you through many themes like love, sadness, loyalty, revenge and betrayal is such an encompassing and totally believable way. I will never get tired of watching this masterpiece.",1
43,"Fantastic film, although rather overrated. The characters are almost perfect, the story is almost perfect, and the dialogue is almost perfect. Everything else is just good. No more, no less.",1
44,hell i dont even need to write a review for this movie everything was perfect! but since i need 150 charecters i will give tiny details this movie has great great acting the story is beutiful and everything else is amazing,1
45,Truly one of Hollywood's greatest achievements. It may take a few viewings to fully grasp the film. I certainly didn't care for it on my first viewing. But it will gradually pull you in with each viewing. 4-star Classic!,1
46,"An American classic, and one of the greatest film's ever made. Director Francis Ford Coppola's masterpiece, based on Mario Puzo's bestselling novel starring Marlon Brando, Al Pacino, James Caan, Robert Duvall and Diane Keaton. The film chronicles a ten year span (1945 to 1955) in the life of the Italian-American Corleone crime family of New York City. Won the 1972 Academy Award for Best Picture, Best Actor (Brando) and Best Adapted Screenplay (Coppola and Puzo).",1
47,"A cinematic masterpiece.  In the top 100 movies list for a reason.  For those people (You know who you are and I'm not going to individually name you) who gave this movie a bad review, simply put you have no brain or very simple minded maybe brain dead moron movies like Freddy got Fingered or Dumb and Dumberer (yes the prequel to Dumb and Dumber because the first movie might be way to complicated for you) is better suited for you.  This is why I hate forums like this because some idiots of the world need some face punching for their insulting stupidity.",1
48,"As epic as you can possibly get. Combined with Part II (I recommend watching back to back in one sitting), there is no way you can top the film-making here. Some of the most memorable characters and dialogue to ever hit the silver screen. Marlon Brando's career was gold even before this, but this applies him for sainthood. Robert Duvall and James Caan are fantastic and Al Pacino broods well among these great actors. Francis Ford Coppola created a masterpiece here (and then he did it again with Apocalypse Now). It's possible he owned the 70's.",1
49,"You hear all this hype surrounding The Godfather, such as ""it's a masterpiece,"" and the movie is included in countless critics and moviegoers top 10 movies of all time. I'm afraid they're right. The movie is a masterpiece and a beautiful piece of art that surpasses most films I have ever seen. From a technical standpoint it's flawless.",1
50,"Its one of the greatest films of all time for a reason. The acting is amazing, The story telling is great. It has a few minor flaws (such as when Sunny beats up Connie's husband, that was a terrible fight scene). Yet all the minor flaws are completely forgetable because the movie is that good.",1
51,"Que obra maestra. De lo mejor que ha visto el cine en su historia. Una excelente dirección, guión, historia. Todo, absolutamente todo. Algo realmente impresionante.",1
52,I'm not going to try and insult audiences who have loved this film for over 40 years by telling you this is a bad film - it was just never meant for me. I personally found it to be one of the most intensely boring films I have seen in a while. I suppose it's the genre I have a problem with: crime and gangster films seldom interest me. This one is no different.,0
53,"""The Godfather"" is one of the few gangster films that connects the members of the Mafia as a family. The cinematography is rich and the music is perfect. However, I failed to see how Marlon Brando's performance was top notch. His acting was decent; he did not move much nor talk much. His voice also was barely understandable due to his croaking voice mumbling what sounded like English. Ultimately ""The Godfather"" still stands up as the best movie in the American crime genre.",1
54,"An excellent adapted script, an unforgettable ensemble, an amazing score, excellent quotes, and unforgettable moments, The Godfather is nothing short of a masterpiece!",1
59," Godfather isn't a terrible movie. On the contrary, its a movie with a ton of unrealized potential that executes with the grain.",0
61," I HATE this movie. What a load of boring drivel. From the beginning to the end, this film neither exited or engaged me. The characters seemed utterly false, the story utterly mundane. There have been far better ganster films - the untouchables, donnie brasco, hell - even bugsy malone is better than this. And the worst thing is, everyone seems to love it. Why? WHY? The best movie ever? This, better than Pulp Fiction? This, better than LA Confidential? This, better than Scarface? this is a bandwagon ""best film ever"" and each of you knows that you are lying and following the trend. Oh, and the length of the film was just the icing. It should have ended about 3 times before it did finally end.",0
62, very very over rated movie and could not get into it i would give it a 7 but beacsue its supposed to be the best movie of all time and kinda sucked it get 0 points from me,0
66," Brando is awful in this, he mumbles so he doesn't have to do an accent.",0
67, Did not care for it. It insists upon itself.,0
68," HORRIBLE FILM!! so boring, this metascore is clearly rigged, it is impossible for 100, as that means absolutely everyone rated it perfect! Grrr.",0
69, Too overrated.either the the revievers were paid to give it good scores or they were threatened by the mob.,0
72,"All though those three hours were a bit exhausting to me, I would still say that watching ""The Godfather"" was exiting and thrilling, and I would recommend it to everyone, just so everyone could see what the buzz over this film is all about.",1
74, Masterpiece of $&!%. The ratio of 10 ratings is a excellent example of how dependent peoples minds are on the status quo. If you were to watch this movie without ever hearing about it you would most likely find it to be a well scripted dull movie and nothing more.,0
75," Wow. That's all I have to say, this film was just horribly overrated.... I mean it's not a bad film or anything, but it is too boring and none of the characters are really likable.",0
76," I don't know where all of you get off. ""Oh I like The Godfather.. you know, and The Beatles, and bread, and water, and breathing"" please can we get out of the mentality that we have to venerate this movie. Sure. Watch it once. Recall that the baby boomer generation will revere it until they die off. I say at that point we don't show this movie to kids born in the 21st century. next!",0
77, Ok if by 100 you mean its worth seeing if you get paid $100 dollars but I would not even see it again for that much worse time of my life and the only reason i didn't leave is because it was raining out side. This movie was the worse I hope critics get shot for saying other wise.,0
80,"I saw it on TV so it was a lot less violent.  It is the definitive mafia movie, even if they were never allowed to say the word.  The mafia would not have liked it.",1
81,This is the only movie I've ever watched that has put me to sleep. I imagine that the entire movie could have been put into about 1/8th the time and still have retained all of its meaning.,0
82," The most overrated and boring thing i have ever seen. It was just a bunch of stuff that happened for three hours. No point, no meaning, no feeling. Get off the bandwaggon!",0
83, Completely over rated ... nuff said.,0
84, This movie sucks.,0
85,"I would say The Godfather is very overrated. It has terribly tedious delivery, and is basically just three hours of guys in suits sitting at a table talking about business.",0
86, This movie sucks.,0
87," Excuse me, how did this movie get a 100, the metacritic calculation failed to factor in the last entry which would inevitably knock down the score to a 99. I personally have never seen the movie but I am just pointing out the fact that the critism of the movie is very bias towards it being perfect and classic. [Ed: Sean, take a look at the scoring explained page re: normalization.]",0
88,This movie doesn't have any lightsabers in tit and no Optimus Prime. VERY BORING there isn't even Jar Jar Binks? Like what the heck! THIS IS THE ABSOULTE WORST MOVIE OF ALL TIME!!!!,0
89, Classical and unboring movies.,1
90," I can't believe i've I never had seen the entire movie before the other day it is amazing. I got the set of dvds and all of them are good, but the first is the best. It now is up ther with Revenge of the Sith, King Kong, Lord of the Rings, War of the Worlds, aving Private Ryan and many others it is amazing see all three.",1
91, The Godfather is incredible Francis Ford Coppola has made a one of a kind movie. All actors score big on the screen.,1
92," I can not see what is wrong with this, but i can see what is brilliant about it!! fabulous acting with rich enduring story telling. how it tells you about the mafia with the Michael the son (Al Pacino) wanting a life for himself really gets you into heart with the idea of loosing family in the dangerous business of crime operations.",1
93," You talk about the realness, here you find it, honesly i can't say more because this movie more than more.",1
94," Greatest movie of all time. To those who believe the Metascore is off, should probably read how scores are calculated. They are WEIGHTED, as in Variety (the irrelevant little publication) doesn't count for much. Definitely deserves the 100.",1
95," A masterpiece. a fantastic cast, with the possible exclusion of Kay Adams. a very memorable performance by Marlon Brando. as Brando once said ""it is the audience really that is doing the acting.""",1
96, Yeah deff the second best movie ever made.,1
97, This film is a work of art.,1
98," The Godfather is the best moive of all time! Respect, Power and Money.",1
99," This is cliche, but it really is ""the perfect movie.""",1
100," This is easily the best movie of all time, then would be part two, but I can't stand watching part 3, it, just like far too many other movies, ruined the trilogy.",1
101," The people who gave this movie a ""0"" are either trying to be subversive, or are completely moronic. My guess is that they are trying to be the former. Whether you like The Godfather, or thought that it was overrated, it certainly doesn't warrant a ""0"". There are far worse movies out there than this wonderfully acted epic. As for the voter who said that Scarface was a better movie...now that's moronic. While The Godfather is a true classic, Scarface is a poor man's Godfather. It is, at best, an overblown, long-winded film, chock-full of a mugging Al Pacino (has Brian DePalma EVER made a subtle movie?). Even then, I still give it a ""5"". But Godfather gets a ""10"".",1
102, If you gave this a 0 you are the ones that love movies like Baby Geniuses 1 and 2. This movie was great and you have bad taste.,1
103," Its a slow and very long movie but patience is a virtue.This is not a movie for the impatient people.This is an instant classic movie that has a great moral story and all Italians will love this movie.Marlon Brando was perfect for the role of the Don.The acting,dialog and action was brilliant.Its the second best movie ever made after Scarface.",1
104," Two reasons I don't give it 10: the book is so good (especially leading up to Michael's leaving for Sicily), that it is unfair to give sole credit to the film. Having watched the film after a few years, I now find the pacing a bit slow (yes, perhaps due to the kinetic pace of many films today).",1
105," Coppola's playfulness is given full reign in several imaginatively retro montage sequences. Newspaper headlines pass over shots of hands passing the spaghetti bowl at one of those impromptu feasts that nourished the underworld. Equally potent is the quick cutting between images of Michael, at the baptism of a godchild, promising a priest that he will renounce Satan at the same time that his enemies are being gorily gunned down all over town. Coppola knew how to create monsters - Michael and his father - and make us gleefully root for their triumph. Michael, especially monstrous because with his education and early vow to stay clear of the family business, his slow evolution into cold-blooded killer seems more unforgivable. The collaboration between director and actor here is magical. We actually see Michael's face go deader as the movie progresses, and his eyes seem to narrow as if Michael can no longer bear what he sees around him and himself. If you've only viewed ""The Godfather"" on television, you owe it to yourself to go out and see it on the big screen.",1
106," It is one of the greatest movies ever.All aspects of this movie are brilliant. Almost every scene is a masterpiece. Al Pacino's acting in Godfather Part 1 and 2 has to be among the best in the history of movies. In particular, he is so real and believable in the scene at the restaurant in the Bronx.",1
107," This film is one of my all time favorites, and this film has Marlon Brando in, in my opinion, one of his best roles. A must see for any one who can watch it.",1
108," I will give it a nine because nothings perfect! But it is a great movie, people who put 0's and 1's are retarded... sure there are better movies out there, but who's comparing? someone even brought up Scarface as being the better movie... please... that was garbage compared to this. Overall the story and characters were perfect, yeah it's long and has a lot of story to it... but thats what I loved about it. I don't agree w/ the 100 rating on metacritic, because its almost impossible to get a perfect score on here. But it is a great movie! better than the stuff the industry is pushing now.",1
109, The Best Film ever without a doubt. If you haven't watched it you cannot function in popular culture.,1
110, Greatest American epic ever! Quite simply American cinema's finest moment.,1
112," It has to be said that not everyone will agree on a film and critics do tend to overrate films like this. I have to say though this film is something else.... Im only 17, not part of the baby boomer generation and this film was just something else. It's not perfect but it's definately one orf the greatest films ever made, and the tension and shocks in some of the scenes are incredible. Last point; anyone who considers the characters unlikeable, did you skip scenes? Al Pacino's slow descent into a life that he doesn't wants, Marlon Brando's performance as a mob leader who uses logic and politics rather than murder, plus his last scene with his grandson... wow.",1
113, I finally got to see this movie yesterday and it was great. Even after all the cliches it caused.,1
114," THE most overrated movie ever! Ya it has a nice story,and a nice set of actors. But it's way to long. Some of you are saying that if others dont agree this is the greatest movie ever there a moron? Lol. This movie is not all that. Scarface is better. More action,a good story,long,but not to long. The only reason people are saying this is the greatest ever,is because there trying to follow the crowd.",1
115," Superb movie. Not bored for even a second. Marlon Brando, Al Pacino and James Caan as also Robert Duvall all were superb. immortal classic.",1
116," While perhaps not the greatest movie of all time, despite it's rank as such among many, it is in the top 5. Marlon Brando plays the almost sympathetic character very well. My biggest qualm is I just felt the turn of Al Pacino was a little quick to happen. It seems to me he went from nice kid to sociopath, way more unhinged than his dad, almost overnight. Still an incredible movie and cinematic experience.",1
117, Brilliant.,1
118," The greatest and most influential mob movie ever. Even after 36 years, nothing, bar its sequel and Scorsese's 'Goodfellas', have come close to matching its absolute perfection.",1
119," What's there to say? A perfect movie that I was accustomed to watching on VHS or cable, both of which had the color washed out. The DVD release has the color beautifully restored; the color, alone, allows you to rediscover The Godfather again. The special features are fantastic. Coppola walks you through the movie, slowly and expertly. The deleted scenes are wonderfully shot. What's not to love?",1
120, This has to be among the greatest movies ever made. I don't think any of the sequels even come close although I hear many prefer part II. Every scene is memorable.,1
121, Really one of the greatest films of all time I don't need to add more,1
122," I think the grammar inaccuracies, lack of spelling prowess, and vapid intellectual acumen of those who gave this film a bad rating prove just how good it is, simply the best film ever made. I admit ""Return of the King"" is a close second, but.",1
123," The greatest movie ever made. The only blockbuster ever produced for thinking adults. All the performances are outstanding and the direction is peerless. Manages to turn a good summer novel into a dark, brooding masterpiece.",1
124, While it is long i would consider it a classic. while it is brutal and violent and almost sadistic it has a well written story and amazing acting amplify a timeless crime drama,1
125, I have always loved all the Godfather movies.,1
126, Certainly overrated but a fine film nonetheless.,1
